smiles,score_UV_FILTER
C[C@@H](O)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1nn(C)c2c1CCNC2,0.0006252041127116133
C[C@@H](O)C(=O)N1CCC2(CCN(C(=O)C3CN(C)C(=O)N3)C2)C1,0.09121307027962972
C[C@@H]1CN(Cc2ccnn2C)CCN1C(=O)CCC1CCCC1,0.0012861760233049326
C[C@H](CNC(=O)c1cncnc1C1CC1)NC(=O)CC(C1CC1)C1CC1,0.2953037941012479
C[C@H]1CN(C(=O)CCn2ccnc2)CCN1C(=O)C(C)(C)N(C)C,0.00023884348068447684
CC[C@@H]1C[C@H]1c1nnc(N2CCOCC2C2CC(F)(F)C2)n1C,0.00042280758772220053
CC[C@@H]1CN(C(=O)c2ccoc2C)C[C@@H]1NC(=O)C1CCOC1C,0.0003814271708163392
CC[C@@H]1CN(c2cc(Cl)nc(C)n2)C[C@@H]1NC(=O)C(C)CCO,0.32652593477729963
CC(=O)CC1(C(=O)N2CC[C@H](NC(=O)CCF)C2)CCCCC1,0.16674947601649895
CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1C1CC1,0.00038175236215153284
CC(=O)N1CC2CCC1CN2C(=O)Cc1cccc(COC(C)C)c1,0.00038515345361832753
CC(=O)NCC1C(C2CC2)CCN1C(=O)CCCc1ccncc1,0.0010938654477141482
CC(=O)c1cc(C(=O)N2CC[C@@H](NC(=O)c3sccc3O)C2)no1,0.2830798169770114
CC(C(=O)N1CCC2C(CCCN2C)C1)N1CCN(C)CC1,0.0003660930013519477
CC(C(=O)O)C(NCc1ccc(C(N)=O)cc1)c1ccccc1,0.0004873239319799597
CC(C)(C)C(=O)CNC(=O)c1ccn(-c2ccc(Cl)cc2F)n1,0.2947142548639481
CC(C)(C)C(=O)N(CCNC(=O)c1ccc(CN2CCCC2)o1)C1CC1,0.000644149138451709
CC(C)(C)Cc1cn(CC(=O)N2Cc3cn[nH]c3CC(C)(C)C2)nn1,0.17831363232145933
CC(C)(NC(=O)c1csc(=O)[nH]1)c1cn([C@@H]2CCOC2)nn1,0.000318104343386603
CC(C)C1(C)CC1C(=O)N1CCCC1CN(C)CC1CCOC1,0.0003802891436132433
CC(C)N(C(=O)c1cnn(C2CCCNC2)c1)C1CCCNC1,0.0005115084673294961
CC(C)N1CCCC(N(C)C(=O)c2ccccc2OCC#N)CC1,0.001531618628420717
CC(C)NCC1CN(C(=O)Cn2cc(Cl)cn2)CCCO1,0.00042887709602880094
CC(C)OCCC(=O)NCC1(C)CCN(C(=O)C(C)c2cccnc2)C1,0.00045790970527939386
CC(CC(=O)N(C)CCN(C)C(=O)c1cc(O)no1)c1cccnc1,0.00035440145168980926
CC(CC(=O)NC(C)(C)C1CCCN1C(=O)c1cn[nH]c1)C(F)F,0.0005494587241517856
CC(NC(=O)Cc1ncccc1F)c1cc(C(F)(F)F)[nH]n1,0.0006017127838895737
CC(O)(CO)CNCc1ccnc(-c2ccccc2)n1,0.0007181145214605148
CC(O)C1CC1C(=O)N[C@H](C)CNc1nc(N)nc(C(F)F)n1,0.0004634182069277614
CC(O)C1CC1C(=O)N1CCCC(N(C)c2ncnc3c2COC3)C1,0.0006217790376071926
CC1(C)C[C@@H](CNC(=O)C2(CO)CC2)N(C(=O)C2CCC(=O)C2)C1,0.12501664054396802
CC1=NOC(C(=O)N[C@H]2C[C@H](CNC(=O)c3cc(Cl)ccn3)C2)C1,0.00037214515453235387
CC1=NOC(C(=O)N2CCCC(NC(C)=O)C2C)(c2ccccc2)C1,0.0006173267847163928
CC1CC(CNC(=O)C(C)(C)N(C)C)CN1c1cc(O)ncn1,0.0003875816103178124
CC1CC1CC(=O)N1CCCC[C@@H]1CNC(=O)CCc1cnccn1,0.0009828573217560536
CC1CCC(C)N1CCNC(=O)N[C@H]1C[C@@H](n2cncn2)C1,0.0003549751206460737
CC1CCC(CNC(=O)c2cnc3cccnn23)OC1,0.0005515242234971638
CC1CN(C(=O)C2COC(=O)N2)CCC1NC(=O)c1coc(=O)[nH]1,0.00018935235824277583
CC1CN(C(=O)c2cnn(C)c2C(F)F)c2cc(F)ccc2C1,0.392381371548983
CC1OC(C)C(NC(=O)CCNc2cccnc2)C1C,0.0007868788240078526
CCC(=O)N1CCC(NC(=O)c2ccc3nccc(C)c3c2)C(C)C1,0.0005913388911981982
CCC(=O)NCC1CCCC1NC(=O)c1occc1C1CC1,0.0004581848364395187
CCC(=O)NCCN(C)C(=O)C1(CC)CCC(F)(F)CC1,0.0005776381415096231
CCC(C)(COC)NC(=O)CN(C(=O)OCc1ccccc1)C1CC1,0.00037260313618352366
CCC(C)(O)C(=O)N1CC2CC(C1)N(C(=O)[C@H]1C[C@H](N(C)C)C1)C2,0.13074531180597873
CCC(C)C(OC)C(=O)NC(CNC(=O)CC#N)C1CC1,0.0005120239151933658
CCC(C)OCC(=O)N1CCCCC(NC(=O)C2COC(=O)N2)C1,0.13543368138847584
CCC(C)c1ncc(C(=O)OCc2nnc3n2CCOC3)cc1C,0.0003227660064435204
CCC(O)CN1CCN(C(=O)C2(C3CCCN3C(C)=O)CC2)CC1,0.21123922022372224
CCCC(=O)N1CC(n2cc(CN3CCCCC3)nn2)C1,0.0006054372999452543
CCCC(=O)N1CC2(CCCN(C(=O)Cn3cc(CCO)nn3)C2)C1,0.11462518157655172
CCCC(CCC)C(=O)N[C@H](C)C1CN(C(=O)c2cncn2C)C1,0.0007520467636896856
CCCCC(=O)NCCC1CCN(CCOC2CCC2)C1,0.0014408103455228703
CCCN(CCNC(=O)C1(C2CCC2)CC1)c1ccnc2ncnn12,0.6568671130184027
CCCN(CCNC(=O)C1CSC1)C(=O)C(CO)c1ccccc1,0.00029698711583646886
CCCOC1CCN(C(=O)N2CCNC(=O)C2)CC1,0.00026181436509924215
CCN(C(=O)Cc1nccn1C)C(C)c1ccccc1C,0.000503474924389024
CCN(CCNC(=O)C1CCN(C2CC2)CC1)C(=O)CCF,0.0005789392767788209
CCN1CCC(CNC(=O)N2CCC(C)(C(N)=O)C2)C1,0.0006208758929757709
CCOC(=O)N(C)C1CCN(C(=O)c2ncn(-c3ncccn3)n2)CC1,0.18727650587302933
CCOC(C(=O)NC(C)CN(C)C(=O)CCCC(C)C)C1CC1,0.0004872285469128341
CCOC1(CNCC(O)c2ccc3ccccc3c2)CCOC1,0.0006777145137565197
CCc1[nH]c(C)nc1C(=O)NCC1C2CN(C(=O)C3(C#N)CC3C)CC12,0.0012690122683216777
CCc1nc(C(=O)N2CC(O)CC23CCOCC3)c(C)n1C,0.0004908364332879507
CCn1nc(C)c(C(=O)NCC2(O)CN(CC3CCCOC3)C2)c1C,0.0003745734931471044
CN(C)C1(C(=O)N[C@@H]2CCCN(C(=O)C3CCc4ncnn43)C2)CC1,0.13380801037478615
CN(C)C1(C)CCC(NC(=O)CSc2nnnn2CCC#N)CC1,0.0006050139900767333
CN(CC1CC2(CCOCC2)O1)[C@@H]1C[C@H]2CC[C@@H]1C2,0.0008378213130937175
CN(CC1CCN(C(=O)c2ccoc2)C1)c1ncncc1C#N,0.0013898109138311132
CN(CCOc1ccccc1F)C(=O)C1Cc2nccnc2C1,0.0005906380030292674
CN1C[C@H](NC(=O)CN(C(=O)OC(C)(C)C)C2CC2)CC1=O,0.14331443312544406
CNC(CNC(=O)NC1CC(O)(C2(O)CCC2)C1)Cc1ccccc1,0.000295029190146935
CNc1ccc(C(=O)OC)cc1NC(=O)C1CC2CC2CO1,0.2844775464980669
CNc1nc(C)cc(N(CCCN)Cc2ccncc2)n1,0.0007741913881894473
CO[C@@H]1CN(C(=O)c2ccnc(C3(N)CC3)n2)CC[C@H]1F,0.0004470462229901564
CO[C@@H]1COC[C@H]1OC(=O)c1ncoc1C(C)C1CC1,0.0006191594462838923
CO[C@H](C)C(=O)NC(C)CNC(=O)c1ccn(C2CCCC2)n1,0.0004099294371984841
COC[C@@H]1C[C@H]1CNC(=O)NCC(C)(C)c1ccc(Cl)cc1,0.00040639160834928277
COC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2N1C(=O)c1cc(Cl)c[nH]1,0.0010642694964340354
COC(=O)c1cc2n(n1)CCCC2NC(Cc1ccccn1)C1CCC1,0.0008566267924369863
COC1(CNC(=O)c2ccc(C(=O)N(C)C)nc2C)CC(C)C1,0.15426453202383936
COCC(C)(C)CC(=O)NC1CCN(c2ccc(C#N)cn2)C(C)C1,0.0014060196456500982
COCCC(=O)NC[C@@H](C)NC(=O)c1c(C)ccc2ccccc12,0.0007022848765106607
COCCN(C)S(=O)(=O)N1C[C@@H]2CC[C@]2(C(=O)O)C1,0.00026450129617592395
COCCc1noc(CN(C)C(=O)C2CCCCN2C(C)C)n1,0.0003580553798751683
COc1ccc(NC(C)=O)cc1NC(=O)NC(C)CN,0.000413844035858387
COc1ccc2c(c1)OC(C)(C(=O)Nc1ccccn1)CC2,0.0015451473392831966
COc1cccc(-n2ccc(C(=O)NCC3CCNC(C)(C)C3)n2)c1,0.33038570751554003
COc1cccc(CCC(=O)NC(C)CN(C)C(C)=O)c1,0.0003381732449019294
COc1ncccc1C(=O)N1CCC[C@H](NC(=O)c2cnoc2C)C1,0.17494575828067324
COc1nscc1C(=O)N1CCN(Cc2cnnn2C)CC1,0.000460069760130188
CSC1(C(=O)N2CCCC(C(C)Nc3nccnc3F)C2)CC1,0.0016257322056631386
Cc1cc(-n2ccnc2)ccc1CNC1C(=O)NCC12CCNCC2,0.0012519957420639412
Cc1cc(=O)c(C(=O)NC[C@H]2CCCN2C(=O)c2c[nH]nc2N)n[nH]1,0.25062946121117996
Cc1cc(C#N)c(=O)[nH]c1C(=O)NC1CN(C(=O)[C@H](C)N(C)C)C1,0.18698695535344295
Cc1cc(C(=O)N2CCC(C)C(NC(=O)c3nnn(C)n3)C2)cn1C,0.00028483213746864844
Cc1cc(C(=O)NCC2CCN(C(=O)C3CCCN(C)C3)C2)[nH]n1,0.0003688592012270085
Cc1cc(N[C@@H](CO)CNC(=O)C2CCC(F)C2)n2ncc(C)c2n1,0.000671025918930015
Cc1ccccc1C(=O)NC(C)C1CCCN(C(=O)c2ccno2)C1,0.0006751526364841495
Cc1ccncc1C(=O)N[C@H]1C[C@@H](NC(=O)c2ocnc2C(C)C)C1,0.16450123121558638
Cc1csc(C(C)C(=O)NC[C@H]2C[C@H](O)C2)n1,0.0004835127262813887
Cc1n[nH]c(C)c1NC(=O)C(C)CS(=O)(=O)c1ccc(F)cc1,0.0007760800012460492
Cc1nc2c(C(=O)OC3CN(C(N)=O)C3)cccn2n1,0.14758294370520314
Cc1nc2cc(C(=O)NC(C(=O)N3CCCCC3)C(C)C)ccc2s1,0.48426995723991545
Cc1ncc(CC(=O)NC2CCCN(C(=O)C(C)(C)C)C2C)n1C,0.00041562712643790405
Cc1ncc(NC(=O)NC(C)(C)C2CCS(=O)(=O)CC2)c(C)n1,0.000798326443464332
Cc1nn(C)c(Cl)c1CC(=O)NC1Cc2ccc(Cl)cc2C1,0.0005038099581045502
Cc1noc(CCCC(=O)N[C@H](CC(=O)O)C2CCCCC2)n1,0.2375473969711568
Cc1ocnc1C(=O)N1CC(C)(NC(=O)c2ccc(F)s2)C1,0.23307407657219267
Cn1c(=O)c2cc(C(=O)NCC3(C(=O)O)CCOC3)cnc2n(C)c1=O,0.00031648417720900486
Cn1cccc1C(=O)N1CCCC1CNC(=O)c1csc(C#N)c1,0.3054188408097161
Cn1nc(C(C)(C)C)cc1C(=O)N1CCCc2cc[nH]c(=O)c21,0.00100219712918404
NC(=O)c1cc(NCC(NC(=O)c2ccco2)C2CC2)ncn1,0.17918848958068723
O=C(CC1CCCC2CC12)NCC1CC2(CCN(C(=O)CO)CC2)CO1,0.23110228310867123
O=C(CCC(F)F)NCC12CC(CO1)N(C(=O)C1(CF)CC1)C2,0.15424906420933893
O=C(CN1CCn2cccc2C1)Nc1cccc(OC(F)(F)F)c1,0.001054458738606869
O=C(Cc1cnoc1)NC1CN(Cc2cc(F)ccc2F)CC1(C)C,0.0006175102736819361
O=C(Cn1cc(C=CC(F)(F)F)nn1)N1CCCC(F)C1O,0.0011366997764847289
O=C(NC1CCCN(C(=O)[C@@H]2CCOC2)CC1)c1cnc2[nH]ncc2c1,0.000368685830275243
O=C(NCC1CCN1C(=O)CO)C1CC2CCCCC2C1,0.0005503592294819668
O=C(Nc1ccnnc1)c1ccc(C(F)(F)F)s1,0.0009915256070192238
O=C(O)C1CN(C(=O)c2ccnc(OC(F)(F)F)c2)CCO1,0.0003308483688121748
O=C(c1cc(F)cc2ccoc12)N1CCC[C@]2(C(=O)O)CCC[C@H]12,0.0012297985261683353
O=C(c1ccc(F)cc1F)N1CC2(CCN(CCO)CC2)C1,0.0006503665523663971
O=C(c1cnnn1C1CC1)N1CC2CC(O)C(O)CC2C1,0.0002528189867686473
O=C1CC[C@H](C(=O)N2CC(CNC(=O)c3ccc(O)cc3)C2)O1,0.00033525280644638756
O=c1cc(Br)c2c([nH]1)CCN(Cc1ccc(O)nc1)C2,0.00032712806708545496
OCc1cncc(CN2CC3(CCCC3)OC3(CCC3)C2)c1,0.0008743563766719941
