smiles,score_UV_FILTER
C[C@@H](CCNC(=O)C1(C)CCC1)NC(=O)c1c2c(nn1C)CCCC2,0.0008937346313922912
C[C@@H](CNC(=O)CC(C)(C)C1CC1)NC(=O)C(C)(C)CN(C)C,0.0005453386974768621
C[C@@H]1CC[C@H](O)CN1C(=O)CCn1cc(CCO)nn1,0.0002063912827759956
C[C@H](CNC(=O)c1cn(C)nn1)NC(=O)[C@H]1C[C@@H]1Cc1ccccc1,0.00031353654476126973
CC[C@@H](NC(=O)NC1CCN(CCF)C1)c1ccccc1,0.0008457522196928164
CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N1CC(=O)N(CC2CC2)C1,0.16339087057819435
CC(=O)c1cc(C(=O)NC(C)(COC(N)=O)C(C)C)ncc1C,0.0004720819362013688
CC(C)[C@H]1CN(C(=O)[C@@H]2CCC(=O)N2C)CCN1C(=O)c1ccco1,0.00039143102072356205
CC(C)(C(=O)NC1C(=O)OCC1C(=O)O)c1ccc2ccccc2c1,0.0006665077691273434
CC(C)(C)OC(=O)N1CCc2c(C#N)cc(=O)n(CC3CCOC3)c21,0.0015218347683563906
CC(C)(C)OC(=O)NC1CN(C(=O)COC2CC2)C(C)(C)C1,0.0003221964141803039
CC(C)(NC(=O)c1cncn1C(F)(F)F)CC(C)(C)CO,0.0006279421873233787
CC(C)C(CCO)NC(=O)c1coc(OCC(F)(F)F)n1,0.0005348137239958851
CC(C)CCN1CC[C@@H](NC(=O)CCc2cccc3ocnc23)C1,0.0008885979007438763
CC(C)N(C)S(=O)(=O)NC1CCN(S(C)(=O)=O)CC1,0.12959255374888842
CC(C)OCC(=O)N(C)C[C@H]1CCCN1C(=O)c1cccn2nnnc12,0.00023427017309740508
CC(C)Oc1cncc(Cl)c1CNCc1ncc(C2CC2)o1,0.000887774457858638
CC(C)SCC(=O)N1CCCC1CN(C)C(=O)c1cccnc1N,0.0005210162747502629
CC(C)c1ncc(C(=O)NC(CO)Cc2ccc(Cl)cc2)s1,0.0006397245273588729
CC(C)n1ncc2c(NC(=O)N3CCC4(CCO4)CC3)ncnc21,0.49158092845132423
CC(C1CC1)N(C)CC(=O)Nc1ccc(N2CCCC2=O)cc1,0.0012214111785405534
CC(C1CC1)N(CCC#N)C(=O)CC1(c2nn[nH]n2)CCOCC1,0.0010561621150871514
CC(CC(=O)NC(C)C1CCN(C(=O)c2cocn2)C1)CC(C)(C)C,0.3133427029776541
CC(CCNC(=O)Cc1cnn2c1CCCC2)N(C)C(=O)CO,0.00016015408503473666
CC(CN(C)C(=O)CCCn1cncn1)Nc1ccnc(Cl)n1,0.00032342614370040675
CC(CNC(=O)COC(F)F)N(C)C(=O)c1cc2cc(F)ccc2[nH]1,0.0006611261707331215
CC(O)C(O)CNC(=O)C(NC(=O)c1ccccc1)C(C)(C)C,0.00030023599219837857
CC1(CNCC2CCCN(C(=O)[C@H]3CC[C@H](C)CC3)C2)COC1,0.000487148219319133
CC1CC(C(=O)NCC2(O)CN(C(=O)c3ccsn3)C2)C1,0.00041905307850232076
CC1CC(NC(=O)C(N)C2CCOC2)CN(Cc2ccccc2)C1,0.0003307959870775223
CC1CCC(CO)(NC(=O)c2cc3sccc3cn2)CC1,0.2758686616911684
CC1CCC(OCC(=O)N(C)CCCN(C)C(=O)CC#N)CC1,0.0011351169971475508
CC1CN(C(=O)CO)CC1CNC(=O)C[C@H]1CCOC1,0.00031758196275331353
CCC(=O)N1CCC(CN(C)C(=O)C(C)c2cccc(C)c2)C1,0.0004429938455043241
CCC(=O)NC1CCC2CN(C(=O)c3cnn(CCOC)c3C)CC21,0.00038736069105137395
CCC(C)(NC(=O)CN1CCCNS1(=O)=O)C1CC1,0.0002929559103764161
CCC(C)CN1CCC(CNC(=O)c2c(C)cc(C)nc2C)C1,0.17340901745062837
CCC(CC)N(C)C(=O)c1nnc2ccccn12,0.00030154131535348465
CCC(CC)c1cn(CCNC(=O)C2CN(S(C)(=O)=O)C2)nn1,0.00035242357621979625
CCC(CNC(=O)Cn1nccn1)NC(=O)Cc1n[nH]c(C2CC2)n1,0.06017003587408265
CCC(CO)C(=O)N1CC(C[C@H](C)NC(=O)[C@H]2CCCN2C)C1,0.00031876054606673585
CCC(Cc1ccc(Br)cc1)N1CC(C(N)=O)C1,0.0004937085532425122
CCC(F)C(=O)N1C2CCC1CN(CC1CC1)C2,0.0005202751130004411
CCC(F)C(=O)N1CCCC1CNc1ncc(C(C)(C)O)cn1,0.0005421812750208255
CCC1(C)CC1C(=O)N[C@H]1C[C@H](Nc2nnn(C)n2)C1,0.00034883055874806047
CCCC(=O)NCC1CCN(C(=O)Cn2nccn2)CC1C,0.00037009729141196916
CCCC(C)(C)CN1C(=O)CCN(CCc2nc(C3CC3)no2)C1=O,0.21104702385422458
CCCC(C)C(=O)NS(=O)(=O)c1c(C)nn(C)c1Cl,0.0005637131895701387
CCCC(OC)C(=O)N1CC[C@H](CNC(=O)C2CCCS2)C1,0.0005324433048565369
CCCCC(CNC(=O)[C@@H]1C[C@H]1CC)NC(=O)c1cn(C(C)C)nn1,0.00039783573704729475
CCCc1ccc(C(C)NC(=O)CNC(=O)C2CCOCC2)cc1,0.0005086796259898878
CCCc1nnc(N2CCC(N3CC(O)C3)CC2)n1CCOC,0.0003246002171219375
CCN(C(=O)C1CC1)C1CCN(C(=O)[C@@H]2CNC(=O)N2)C1,0.12663945744503174
CCN1CC(C(=O)NC(C)CN(C)c2nc(C)cc(OC)n2)CC1=O,0.0004345210955260669
CCNC(=O)NCC(=O)NC1C2CC3CSC1C22CO,0.0
CCNC(=O)OC1CN(C(=O)CC(C)C2CCCO2)C1,0.00036387900782107745
CCNc1ccnc(CN[C@H]2C[C@H](CS(C)(=O)=O)C2)n1,0.0004359348108301478
CCOC(=O)[C@@H]1CCCC[C@@H]1NC(=O)C1(O)CN(C)C1,0.00023713909034221457
CCOC(=O)CCC(=O)N1CC[C@H](NC(=O)C2(n3cnnn3)CC2)C1,0.07338748425216202
CCOC(=O)c1cnc(NC(=O)CC(C2CC2)C2CC2)[nH]1,0.0006272757497435327
CCS(=O)CC(=O)NCC[C@H](C)NC(=O)c1cc(C)ccn1,0.00024181892971777603
CCc1cc(CNC(=O)[C@@H]2C[C@H]2c2nn(C)cc2O)=NO1,0.00043674800703010934
CCn1cnc(C(=O)NC(C)C2CCN(C(=O)CN(C)C)CC2)c1,0.0006146298701003253
